ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1440973_at	1.00	5.96e-02	2.10	-5.0950268	3.32e-01	LOC552874///St6galnac5	uncharacterized LOC552874///ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
1449764_x_at	1.00	5.96e-02	-2.09	-5.095647	-1.05	Ssx2ip	synovial sarcoma, X breakpoint 2 interacting protein
1435590_at	1.00	5.96e-02	-2.09	-5.0956508	-4.07e-01	Dcun1d5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)
1430329_at	1.00	5.97e-02	2.09	-5.0957942	1.06	Cgn	cingulin
1446299_at	1.00	5.97e-02	-2.09	-5.095888	-2.75e-01		
1422175_at	1.00	5.97e-02	2.09	-5.0959061	1.46	Mmp1a	matrix metallopeptidase 1a (interstitial collagenase)
1416658_at	1.00	5.97e-02	2.09	-5.0960505	6.46e-01	Frzb	frizzled-related protein
1455920_x_at	1.00	5.97e-02	2.09	-5.0967008	1.12	Lyzl6	lysozyme-like 6
1423588_at	1.00	5.97e-02	-2.09	-5.0968639	-1.18e-01	Arpc4	actin related protein 2/3 complex, subunit 4
1456500_at	1.00	5.97e-02	2.09	-5.0972367	1.66e-01	Aph1b	aph1 homolog B, gamma secretase subunit
1428575_at	1.00	5.97e-02	2.09	-5.0972383	3.08e-01	Fcho1	FCH domain only 1
1450897_at	1.00	5.98e-02	-2.09	-5.0974188	-2.62e-01	Arhgap5	Rho GTPase activating protein 5
1422155_at	1.00	5.98e-02	-2.09	-5.0976585	-1.21	Hist2h3b///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist2h3c2///Hist2h3c1	histone cluster 2, H3b///histone cluster 1, H3e///histone cluster 1, H3b///histone cluster 1, H3d///histone cluster 1, H3c///histone cluster 1, H3f///histone cluster 2, H3c2///histone cluster 2, H3c1
1432670_at	1.00	5.98e-02	2.09	-5.0976701	6.36e-01	9030420N05Rik	RIKEN cDNA 9030420N05 gene
1440880_at	1.00	5.98e-02	2.09	-5.0983463	3.78e-01	Mppe1	metallophosphoesterase 1
1442198_at	1.00	5.98e-02	-2.09	-5.0984432	-3.29e-01		
1441258_at	1.00	5.98e-02	2.09	-5.0985047	9.76e-01	AF529169	cDNA sequence AF529169
1452247_at	1.00	5.99e-02	2.09	-5.0991842	1.68e-01	Fxr1	fragile X mental retardation gene 1, autosomal homolog
1424221_at	1.00	5.99e-02	2.09	-5.0992407	1.04	Susd4	sushi domain containing 4
1437402_x_at	1.00	5.99e-02	-2.09	-5.0994393	-2.26e-01	Tmem41b	transmembrane protein 41B
1417792_at	1.00	5.99e-02	-2.09	-5.0994551	-1.30e-01	Zfp638	zinc finger protein 638
1443134_at	1.00	5.99e-02	2.09	-5.0998158	6.38e-01	LOC102639568///A930005G22Rik	uncharacterized LOC102639568///RIKEN cDNA A930005G22 gene
1448247_at	1.00	5.99e-02	-2.09	-5.0998389	-1.63e-01	Bcl7b	B cell CLL/lymphoma 7B
1455451_at	1.00	5.99e-02	2.09	-5.1000696	8.99e-01	Kctd14	potassium channel tetramerisation domain containing 14
1438716_at	1.00	5.99e-02	2.09	-5.1000913	5.07e-01	Trim30d	tripartite motif-containing 30D
1420876_a_at	1.00	5.99e-02	2.09	-5.1002068	3.91e-01	Sept6	septin 6
1455678_at	1.00	6.00e-02	2.09	-5.1003879	2.35e-01	Sema4b	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B
1422241_a_at	1.00	6.00e-02	2.09	-5.1004718	2.09e-01	Ndufa1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1
1429996_at	1.00	6.00e-02	-2.09	-5.1006035	-2.55e-01	6330417A16Rik	RIKEN cDNA 6330417A16 gene
1455464_x_at	1.00	6.00e-02	2.09	-5.101051	1.02	Upk1b	uroplakin 1B
1460599_at	1.00	6.00e-02	2.09	-5.1010514	2.67e-01	Ermp1	endoplasmic reticulum metallopeptidase 1
1457050_at	1.00	6.00e-02	2.09	-5.1012127	1.34	1700129O19Rik	RIKEN cDNA 1700129O19 gene
1455542_at	1.00	6.00e-02	-2.09	-5.1013879	-1.30	C630043F03Rik	RIKEN cDNA C630043F03 gene
1458881_at	1.00	6.00e-02	2.09	-5.1013965	3.41e-01	9530001P21Rik	RIKEN cDNA 9530001P21 gene
1458399_at	1.00	6.01e-02	-2.09	-5.1019926	-1.39	Lrrc3	leucine rich repeat containing 3
1438748_at	1.00	6.01e-02	-2.09	-5.1030163	-3.94e-01	Cacul1	CDK2 associated, cullin domain 1
1428275_at	1.00	6.01e-02	-2.09	-5.1030703	-1.86e-01	Abhd13	abhydrolase domain containing 13
1453270_a_at	1.00	6.01e-02	2.09	-5.1031033	1.22e-01	Phf14	PHD finger protein 14
1429860_at	1.00	6.02e-02	2.09	-5.1038203	4.17e-01	Ticrr	TOPBP1-interacting checkpoint and replication regulator
1426164_a_at	1.00	6.02e-02	-2.09	-5.1038826	-2.70e-01	Usf1	upstream transcription factor 1
1416298_at	1.00	6.02e-02	2.09	-5.1040543	1.24	Mmp9	matrix metallopeptidase 9
1458658_at	1.00	6.02e-02	2.09	-5.1041034	6.90e-01		
1434709_at	1.00	6.02e-02	2.09	-5.1045595	5.49e-01	Nrcam	neuronal cell adhesion molecule
1416106_at	1.00	6.02e-02	2.09	-5.1045845	2.47e-01	Kti12	KTI12 homolog, chromatin associated
1425602_a_at	1.00	6.02e-02	-2.09	-5.1046307	-2.69e-01	Rabep2	rabaptin, RAB GTPase binding effector protein 2
1452977_at	1.00	6.02e-02	-2.09	-5.1047163	-2.83e-01	Zhx3	zinc fingers and homeoboxes 3
1428624_at	1.00	6.02e-02	2.09	-5.1047601	1.85e-01	Magt1	magnesium transporter 1
1449692_at	1.00	6.03e-02	-2.09	-5.1056095	-1.12	Prkcz	protein kinase C, zeta
1457075_at	1.00	6.03e-02	2.09	-5.1056705	4.47e-01	Ctps2	cytidine 5'-triphosphate synthase 2
1416353_at	1.00	6.03e-02	-2.09	-5.105799	-1.68e-01	Nr1h2	nuclear receptor subfamily 1, group H, member 2
1426668_at	1.00	6.03e-02	2.09	-5.1058164	1.38e-01	Slc30a9	solute carrier family 30 (zinc transporter), member 9
1449097_at	1.00	6.03e-02	-2.09	-5.1059057	-2.50e-01	Txnrd2	thioredoxin reductase 2
1441762_at	1.00	6.03e-02	-2.09	-5.1062251	-3.57e-01	Gm19576	predicted gene, 19576
1430342_at	1.00	6.03e-02	-2.09	-5.1062255	-1.21	4930518J20Rik	RIKEN cDNA 4930518J20 gene
1421468_at	1.00	6.03e-02	2.09	-5.1064673	9.94e-01	Kcnj3	potassium inwardly-rectifying channel, subfamily J, member 3
1424134_at	1.00	6.03e-02	-2.09	-5.1064751	-1.19e-01	Rspry1	ring finger and SPRY domain containing 1
1448053_at	1.00	6.03e-02	-2.09	-5.1064782	-5.68e-01	B4galt3	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3
1421391_at	1.00	6.04e-02	2.09	-5.1066746	1.36	Vipr2	vasoactive intestinal peptide receptor 2
1460465_at	1.00	6.04e-02	-2.09	-5.1069414	-1.59	Ndnf	neuron-derived neurotrophic factor
1448854_s_at	1.00	6.04e-02	2.09	-5.1070187	1.39	Mug2///Mug1///Mug-ps1	murinoglobulin 2///murinoglobulin 1///murinoglobulin, pseudogene 1
1446555_at	1.00	6.04e-02	2.09	-5.1072003	1.38		
1418183_a_at	1.00	6.04e-02	-2.09	-5.1073127	-1.88e-01	Cyth1	cytohesin 1
1427081_at	1.00	6.04e-02	-2.09	-5.1078749	-2.13e-01	A630072M18Rik	RIKEN cDNA A630072M18 gene
1417108_at	1.00	6.04e-02	-2.09	-5.1080164	-2.56e-01	Klc4	kinesin light chain 4
1441613_at	1.00	6.05e-02	-2.09	-5.1082396	-6.37e-01	Zfp40	zinc finger protein 40
1429910_at	1.00	6.05e-02	2.09	-5.1086598	3.15e-01	March5	membrane-associated ring finger (C3HC4) 5
1460254_at	1.00	6.05e-02	-2.09	-5.1089974	-3.97e-01	Oxld1	oxidoreductase like domain containing 1
1458208_s_at	1.00	6.05e-02	2.09	-5.1090254	2.42e-01	Mccc1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
1444294_at	1.00	6.05e-02	-2.09	-5.1090649	-1.41	4930551A22Rik	RIKEN cDNA 4930551A22 gene
1445706_x_at	1.00	6.05e-02	2.09	-5.1094834	2.17e-01		
1455833_at	1.00	6.06e-02	2.09	-5.1098185	1.49	Afap1l2	actin filament associated protein 1-like 2
1438918_at	1.00	6.06e-02	2.09	-5.1099395	1.08	Fdft1	farnesyl diphosphate farnesyl transferase 1
1444485_at	1.00	6.06e-02	2.09	-5.1100623	3.07e-01		
1441909_s_at	1.00	6.06e-02	-2.09	-5.1101149	-1.47	Nipal4	NIPA-like domain containing 4
1425131_at	1.00	6.06e-02	2.09	-5.1105435	1.23	Ptpn5	protein tyrosine phosphatase, non-receptor type 5
1446386_at	1.00	6.06e-02	-2.09	-5.1106989	-5.83e-01		
1442278_at	1.00	6.06e-02	-2.09	-5.110793	-3.98e-01	Kdm5b	lysine (K)-specific demethylase 5B
1441295_at	1.00	6.06e-02	2.09	-5.1108403	3.05e-01	Lman2l	lectin, mannose-binding 2-like
1445660_at	1.00	6.06e-02	-2.09	-5.1112126	-5.34e-01	Tmem209	transmembrane protein 209
1448223_at	1.00	6.07e-02	2.09	-5.1115418	2.55e-01	Fto	fat mass and obesity associated
1417810_a_at	1.00	6.07e-02	2.09	-5.1116293	1.93e-01	Pacsin2///Kcnb1	protein kinase C and casein kinase substrate in neurons 2///potassium voltage gated channel, Shab-related subfamily, member 1
1421454_at	1.00	6.07e-02	-2.09	-5.1116466	-3.88e-01	Zfp108	zinc finger protein 108
1423926_at	1.00	6.07e-02	-2.08	-5.1119275	-2.01e-01	Slc39a13	solute carrier family 39 (metal ion transporter), member 13
1442067_at	1.00	6.07e-02	-2.08	-5.1119575	-1.16		
1427470_s_at	1.00	6.07e-02	-2.08	-5.1119601	-5.58e-01	Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta
1416843_at	1.00	6.07e-02	-2.08	-5.1121676	-2.08e-01	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta
1459550_at	1.00	6.07e-02	2.08	-5.1124964	1.21		
1425797_a_at	1.00	6.07e-02	-2.08	-5.1125426	-5.15e-01	Syk	spleen tyrosine kinase
1459821_x_at	1.00	6.08e-02	-2.08	-5.112894	-5.21e-01	Kdm7a	lysine (K)-specific demethylase 7A
1450561_a_at	1.00	6.08e-02	-2.08	-5.1130052	-1.52e-01	Surf1	surfeit gene 1
1437275_at	1.00	6.08e-02	-2.08	-5.1131523	-5.44e-01	Ctnna1	catenin (cadherin associated protein), alpha 1
1434018_at	1.00	6.08e-02	-2.08	-5.1140108	-1.12e-01	Fam168b	family with sequence similarity 168, member B
1420766_at	1.00	6.08e-02	2.08	-5.114141	4.73e-01	Socs7	suppressor of cytokine signaling 7
1438372_at	1.00	6.09e-02	-2.08	-5.1144161	-1.36	Myom2	myomesin 2
1454573_at	1.00	6.09e-02	-2.08	-5.114521	-1.62	4933412L11Rik	RIKEN cDNA 4933412L11 gene
1428510_at	1.00	6.09e-02	2.08	-5.1149239	2.39e-01	Adgrl1	adhesion G protein-coupled receptor L1
1439577_at	1.00	6.09e-02	-2.08	-5.1149857	-3.42e-01		
1436595_at	1.00	6.09e-02	-2.08	-5.1153373	-1.76e-01	Rbm34	RNA binding motif protein 34
1456998_at	1.00	6.09e-02	-2.08	-5.1156619	-1.77	Dbpht2	DNA binding protein with his-thr domain
1429500_at	1.00	6.09e-02	-2.08	-5.1157513	-2.15e-01	Ppm1a	protein phosphatase 1A, magnesium dependent, alpha isoform
1431243_at	1.00	6.10e-02	-2.08	-5.1159318	-6.51e-01	Tbck	TBC1 domain containing kinase
1433072_at	1.00	6.10e-02	2.08	-5.1161274	4.19e-01	4933425E08Rik	RIKEN cDNA 4933425E08 gene
1444154_at	1.00	6.10e-02	2.08	-5.1161725	7.62e-01	Gm4943///Ndufa11	predicted pseudogene 4943///NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11
1440957_at	1.00	6.10e-02	-2.08	-5.1164256	-9.16e-01	Defb29	defensin beta 29
1426454_at	1.00	6.10e-02	-2.08	-5.1167406	-1.12e-01	Arhgdib	Rho, GDP dissociation inhibitor (GDI) beta
1421001_a_at	1.00	6.10e-02	-2.08	-5.1170535	-9.46e-01	Car6	carbonic anhydrase 6
1418139_at	1.00	6.10e-02	2.08	-5.1172154	6.41e-01	Dcx	doublecortin
1432832_at	1.00	6.10e-02	-2.08	-5.117334	-7.34e-01	4933435G04Rik	RIKEN cDNA 4933435G04 gene
1424477_at	1.00	6.11e-02	2.08	-5.1175758	1.49	Tmem184a	transmembrane protein 184a
1438692_at	1.00	6.11e-02	-2.08	-5.1180316	-3.72e-01	Gtf3c4	general transcription factor IIIC, polypeptide 4
1425991_a_at	1.00	6.11e-02	-2.08	-5.1183692	-4.41e-01	Kank2	KN motif and ankyrin repeat domains 2
1425064_at	1.00	6.11e-02	-2.08	-5.1185212	-8.25e-01	Arnt	aryl hydrocarbon receptor nuclear translocator
1442620_at	1.00	6.12e-02	-2.08	-5.1191216	-3.03e-01		
1425050_at	1.00	6.12e-02	2.08	-5.1193683	2.79e-01	Isoc1	isochorismatase domain containing 1
1454455_at	1.00	6.12e-02	2.08	-5.1195529	3.77e-01	6530413G14Rik	RIKEN cDNA 6530413G14 gene
1424732_s_at	1.00	6.12e-02	2.08	-5.1199407	2.08e-01	Tmem192	transmembrane protein 192
1433173_at	1.00	6.12e-02	2.08	-5.1200691	3.23e-01	5430440L12Rik	RIKEN cDNA 5430440L12 gene
1436036_at	1.00	6.12e-02	-2.08	-5.1202317	-2.29e-01	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human)
1440493_at	1.00	6.13e-02	2.08	-5.1204451	2.99e-01	Galnt10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10
1431280_at	1.00	6.13e-02	-2.08	-5.1205232	-3.23e-01	Tmem263	transmembrane protein 263
1435302_at	1.00	6.13e-02	2.08	-5.1206318	3.30e-01	Taf4b	TATA-box binding protein associated factor 4b
1429035_at	1.00	6.13e-02	2.08	-5.1208061	1.42	Dpep3	dipeptidase 3
1434664_at	1.00	6.13e-02	2.08	-5.1210184	1.89e-01	Mzt1	mitotic spindle organizing protein 1
1425185_at	1.00	6.13e-02	-2.08	-5.1211105	-2.30e-01	Desi2	desumoylating isopeptidase 2
1426676_s_at	1.00	6.13e-02	2.08	-5.1213154	1.89e-01	Tomm70a	translocase of outer mitochondrial membrane 70 homolog A (yeast)
1451700_a_at	1.00	6.13e-02	2.08	-5.1215207	1.99e-01	Get4	golgi to ER traffic protein 4
1440526_at	1.00	6.13e-02	-2.08	-5.121715	-2.83e-01	Rltpr	RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing
1428911_at	1.00	6.13e-02	2.08	-5.121875	2.07e-01	Ttll4	tubulin tyrosine ligase-like family, member 4
1435764_a_at	1.00	6.14e-02	-2.08	-5.1219116	-1.98e-01	Gemin7	gem (nuclear organelle) associated protein 7
1453964_at	1.00	6.14e-02	-2.08	-5.1220378	-5.93e-01	1700021A07Rik	RIKEN cDNA 1700021A07 gene
1422848_a_at	1.00	6.14e-02	2.08	-5.1222946	1.49e-01	Pabpn1	poly(A) binding protein, nuclear 1
1430795_at	1.00	6.14e-02	-2.08	-5.1227736	-1.30	5830407F19Rik	RIKEN cDNA 5830407F19 gene
1425694_at	1.00	6.14e-02	-2.08	-5.1228645	-1.19	Tbx5	T-box 5
1456826_at	1.00	6.14e-02	-2.08	-5.1228811	-3.56e-01	Taok2	TAO kinase 2
1460089_at	1.00	6.14e-02	2.08	-5.1228861	9.66e-01	AU043392	expressed sequence AU043392
1452772_at	1.00	6.14e-02	-2.08	-5.1231436	-5.23e-01	Tnks2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2
1450634_at	1.00	6.14e-02	-2.08	-5.1231854	-2.49e-01	Atp6v1a	ATPase, H+ transporting, lysosomal V1 subunit A
1422095_a_at	1.00	6.14e-02	2.08	-5.1233046	1.25	Cmpk2	cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial
1442574_at	1.00	6.15e-02	2.08	-5.1235706	3.31e-01	Gm10785	predicted gene 10785
1416727_a_at	1.00	6.15e-02	2.08	-5.124455	1.33e-01	Cyb5a	cytochrome b5 type A (microsomal)
1456524_at	1.00	6.15e-02	-2.08	-5.1247145	-7.39e-01	Nrg1	neuregulin 1
1417113_at	1.00	6.15e-02	-2.08	-5.1248371	-1.49e-01	Gmcl1	germ cell-less, spermatogenesis associated 1
1460009_at	1.00	6.15e-02	2.08	-5.1248739	6.05e-01	Ier5	immediate early response 5
1440107_at	1.00	6.16e-02	-2.08	-5.1252142	-3.67e-01		
1425027_s_at	1.00	6.16e-02	-2.08	-5.1253376	-2.83e-01	Sft2d2	SFT2 domain containing 2
1427251_at	1.00	6.16e-02	2.08	-5.125419	2.00e-01	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2
1435251_at	1.00	6.16e-02	-2.08	-5.1254359	-2.61e-01	Snx13	sorting nexin 13
1448960_at	1.00	6.16e-02	-2.08	-5.1255638	-1.73e-01	Cxxc5	CXXC finger 5
1423043_s_at	1.00	6.16e-02	2.08	-5.125577	1.32e-01	Ddx3x	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked
1420753_at	1.00	6.16e-02	-2.08	-5.1261839	-1.44	Tll1	tolloid-like
1418498_at	1.00	6.17e-02	2.08	-5.1265715	1.23	Fgf13	fibroblast growth factor 13
1430046_at	1.00	6.17e-02	2.08	-5.1266055	2.64e-01	Otud3	OTU domain containing 3
1429409_at	1.00	6.17e-02	-2.08	-5.1266795	-7.37e-01	Nlrp14	NLR family, pyrin domain containing 14
1442993_at	1.00	6.17e-02	-2.08	-5.1267246	-4.33e-01	Itgb3bp	integrin beta 3 binding protein (beta3-endonexin)
1451640_a_at	1.00	6.17e-02	-2.08	-5.1268699	-1.77e-01	Rsrc2	arginine/serine-rich coiled-coil 2
1459323_at	1.00	6.17e-02	-2.08	-5.1273871	-1.34		
1432273_a_at	1.00	6.17e-02	2.08	-5.1275275	1.62e-01	Ackr1	atypical chemokine receptor 1 (Duffy blood group)
1428913_at	1.00	6.17e-02	-2.08	-5.1277089	-1.90e-01	Dnlz	DNL-type zinc finger
1417660_s_at	1.00	6.18e-02	-2.07	-5.1280139	-1.15e-01	Vps29	VPS29 retromer complex component
1443871_at	1.00	6.18e-02	2.07	-5.1282025	2.19e-01		
1450058_at	1.00	6.18e-02	2.07	-5.1282651	1.60e-01	Asph	aspartate-beta-hydroxylase
1457889_at	1.00	6.18e-02	2.07	-5.1283776	2.76e-01	AU014972	expressed sequence AU014972
1433805_at	1.00	6.18e-02	2.07	-5.1284619	1.33e-01	Jak1	Janus kinase 1
1441324_at	1.00	6.18e-02	-2.07	-5.1288808	-2.17e-01		
1436193_at	1.00	6.18e-02	-2.07	-5.1289079	-6.52e-01	Man1c1	mannosidase, alpha, class 1C, member 1
1441458_at	1.00	6.18e-02	-2.07	-5.1289635	-1.12	Rasa4	RAS p21 protein activator 4
1434876_at	1.00	6.18e-02	2.07	-5.1291537	1.81e-01	Gxylt1	glucoside xylosyltransferase 1
1422322_at	1.00	6.19e-02	2.07	-5.1299012	2.51e-01	Chml	choroideremia-like
1452879_at	1.00	6.19e-02	2.07	-5.1299823	1.03	Synpo2	synaptopodin 2
1429895_at	1.00	6.19e-02	2.07	-5.130147	3.10e-01	Mdrl	mitochondrial dynamic related lncRNA
1444670_at	1.00	6.19e-02	-2.07	-5.1302733	-2.28e-01	A130004G11Rik	RIKEN cDNA A130004G11 gene
1455657_at	1.00	6.19e-02	2.07	-5.1302993	1.75e-01	Smg1	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)
1419629_at	1.00	6.19e-02	-2.07	-5.1306318	-1.96e-01	Mesp2	mesoderm posterior 2
1426335_at	1.00	6.19e-02	2.07	-5.1308919	1.06	Kcnq2	potassium voltage-gated channel, subfamily Q, member 2
1437456_x_at	1.00	6.19e-02	2.07	-5.1309496	1.85e-01	Ythdf1	YTH domain family 1
1425959_x_at	1.00	6.19e-02	2.07	-5.1309552	1.69	Klra16	killer cell lectin-like receptor, subfamily A, member 16
1451389_at	1.00	6.20e-02	2.07	-5.1310758	1.68e-01	Dnajc24	DnaJ heat shock protein family (Hsp40) member C24
1443733_x_at	1.00	6.20e-02	-2.07	-5.1317821	-1.92e-01	Pold3	polymerase (DNA-directed), delta 3, accessory subunit
1452224_at	1.00	6.20e-02	-2.07	-5.1318923	-1.57e-01	Morc3	microrchidia 3
1428506_at	1.00	6.21e-02	2.07	-5.1325871	1.71e-01	Atic	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
1424992_at	1.00	6.21e-02	2.07	-5.1333174	1.73e-01	Tprkb	Tp53rk binding protein
1424023_at	1.00	6.21e-02	-2.07	-5.1333628	-2.35e-01	Ctu1	cytosolic thiouridylase subunit 1
1434994_at	1.00	6.22e-02	-2.07	-5.1340883	-1.51e-01	Dedd	death effector domain-containing
1419957_at	1.00	6.22e-02	-2.07	-5.1341673	-1.13	C77144	expressed sequence C77144
1446418_at	1.00	6.22e-02	-2.07	-5.1342564	-2.58e-01		
1446262_at	1.00	6.22e-02	-2.07	-5.1342708	-5.04e-01		
1445379_at	1.00	6.22e-02	-2.07	-5.1343513	-4.32e-01		
1429358_at	1.00	6.22e-02	-2.07	-5.1345668	-6.93e-01	Fam135a	family with sequence similarity 135, member A
1453281_at	1.00	6.22e-02	-2.07	-5.1347098	-1.90e-01	Pik3cd	phosphatidylinositol 3-kinase catalytic delta polypeptide
1435404_at	1.00	6.22e-02	2.07	-5.1349043	9.03e-01	Disp2	dispatched homolog 2 (Drosophila)
1429617_at	1.00	6.22e-02	-2.07	-5.1349164	-1.65e-01	Cyld	CYLD lysine 63 deubiquitinase
1459917_at	1.00	6.22e-02	2.07	-5.1349558	2.69e-01	Ggnbp2	gametogenetin binding protein 2
1416971_at	1.00	6.22e-02	2.07	-5.1350296	1.13e-01	Cox7a2	cytochrome c oxidase subunit VIIa 2
1437621_x_at	1.00	6.22e-02	-2.07	-5.1353739	-6.69e-01	Phgdh	3-phosphoglycerate dehydrogenase
1459963_at	1.00	6.23e-02	2.07	-5.1356772	4.92e-01		
1443026_at	1.00	6.23e-02	2.07	-5.1359002	6.82e-01		
1424716_at	1.00	6.23e-02	2.07	-5.1363389	2.16e-01	Retsat	retinol saturase (all trans retinol 13,14 reductase)
1437291_at	1.00	6.23e-02	-2.07	-5.1365584	-3.64e-01	2700081O15Rik	RIKEN cDNA 2700081O15 gene
1448685_at	1.00	6.23e-02	-2.07	-5.1369391	-2.57e-01	Uqcc2	ubiquinol-cytochrome c reductase complex assembly factor 2
1426326_at	1.00	6.24e-02	2.07	-5.1372515	1.45e-01	Zfp91	zinc finger protein 91
1430340_at	1.00	6.24e-02	-2.07	-5.1372577	-1.07	Lca5	Leber congenital amaurosis 5 (human)
1424074_at	1.00	6.24e-02	2.07	-5.1373375	3.28e-01	Btf3l4	basic transcription factor 3-like 4
1442505_at	1.00	6.24e-02	-2.07	-5.1376001	-3.60e-01		
1418012_at	1.00	6.25e-02	-2.07	-5.1387909	-1.53e-01	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)
1449557_at	1.00	6.25e-02	-2.07	-5.1388163	-3.58e-01	Yae1d1	Yae1 domain containing 1
1457678_at	1.00	6.25e-02	-2.07	-5.1388703	-2.93e-01	2310035C23Rik	RIKEN cDNA 2310035C23 gene
1454367_at	1.00	6.25e-02	2.07	-5.1388849	3.53e-01	4930413G21Rik	RIKEN cDNA 4930413G21 gene
1447035_at	1.00	6.25e-02	-2.07	-5.139033	-4.56e-01	A230091C14Rik	RIKEN cDNA A230091C14 gene
1448332_at	1.00	6.25e-02	-2.07	-5.139038	-1.67e-01	Pex19	peroxisomal biogenesis factor 19
1448748_at	1.00	6.25e-02	2.07	-5.1390409	1.08e-01	Plek	pleckstrin
1443485_at	1.00	6.25e-02	-2.07	-5.1391203	-6.74e-01	Epha7	Eph receptor A7
1458869_at	1.00	6.25e-02	-2.07	-5.139265	-3.92e-01	2900076A13Rik	RIKEN cDNA 2900076A13 gene
1437632_at	1.00	6.25e-02	2.07	-5.1393493	1.95e-01	Med14	mediator complex subunit 14
1439124_at	1.00	6.25e-02	-2.07	-5.1396469	-4.27e-01	Wdr91	WD repeat domain 91
1439896_at	1.00	6.25e-02	-2.07	-5.13969	-3.97e-01	Limk2	LIM motif-containing protein kinase 2
1425890_at	1.00	6.25e-02	2.07	-5.1397095	3.52e-01	Ly6i	lymphocyte antigen 6 complex, locus I
1434657_at	1.00	6.25e-02	-2.07	-5.1397648	-1.69e-01	Gls	glutaminase
1425793_a_at	1.00	6.25e-02	-2.07	-5.1398857	-1.29	Rorc	RAR-related orphan receptor gamma
1427734_a_at	1.00	6.25e-02	2.07	-5.1399007	1.10	Dscaml1	Down syndrome cell adhesion molecule like 1
1448535_at	1.00	6.26e-02	-2.07	-5.1400102	-2.48e-01	Elp4	elongator acetyltransferase complex subunit 4
1437388_at	1.00	6.26e-02	2.07	-5.140112	1.17	Fut10	fucosyltransferase 10
1457872_at	1.00	6.26e-02	-2.07	-5.1401782	-6.22e-01		
1452029_a_at	1.00	6.26e-02	-2.07	-5.1405357	-7.49e-01	Purg	purine-rich element binding protein G
1422145_at	1.00	6.26e-02	2.07	-5.1405608	1.15	Mgat3	mannoside acetylglucosaminyltransferase 3
1442316_x_at	1.00	6.26e-02	-2.07	-5.1406549	-2.03e-01	Trp53bp1	transformation related protein 53 binding protein 1
1458406_at	1.00	6.26e-02	2.07	-5.1407613	2.03e-01		
1429485_a_at	1.00	6.26e-02	-2.07	-5.1407765	-1.32e-01	Utp11l	UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast)
1455493_at	1.00	6.26e-02	2.07	-5.141013	1.61e-01	Syne1	spectrin repeat containing, nuclear envelope 1
1433254_at	1.00	6.26e-02	-2.07	-5.1410519	-1.87	5033423K11Rik	RIKEN cDNA 5033423K11 gene
1424526_a_at	1.00	6.27e-02	-2.07	-5.1416275	-1.61e-01	Tgds	TDP-glucose 4,6-dehydratase
1456727_a_at	1.00	6.27e-02	2.07	-5.1418311	2.08e-01	Csnk1d	casein kinase 1, delta
1416099_at	1.00	6.27e-02	-2.07	-5.1418962	-1.09e-01	Rpl27	ribosomal protein L27
1433839_at	1.00	6.27e-02	2.07	-5.1420955	2.63e-01	Nars2	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)
1435426_s_at	1.00	6.27e-02	-2.07	-5.1421485	-2.61e-01	Pisd-ps1///Pisd-ps3	phosphatidylserine decarboxylase, pseudogene 1///phosphatidylserine decarboxylase, pseudogene 3
1455236_x_at	1.00	6.27e-02	-2.07	-5.1422677	-1.36e-01	Serf2	small EDRK-rich factor 2
1442541_at	1.00	6.27e-02	-2.07	-5.1424065	-3.26e-01	Oaz2	ornithine decarboxylase antizyme 2
1448501_at	1.00	6.27e-02	2.07	-5.1425855	5.12e-01	Tspan6	tetraspanin 6
1416926_at	1.00	6.27e-02	-2.07	-5.1426841	-1.28e-01	Trp53inp1	transformation related protein 53 inducible nuclear protein 1
1452306_at	1.00	6.27e-02	-2.07	-5.1427095	-1.87e-01	Zfyve26	zinc finger, FYVE domain containing 26
